NumberFrom,NumberTo,OwnerId,RegionCode,MNC,RowCount
9886560000,9886649999,mMTS,06,01,
9886650000,9886659999,mMTS,06,01,
9886660000,9886749999,mMTS,25,01,
9886750000,9886799999,mMTS,29,01,
9886800000,9886899999,mMTS,08,01,
9886900000,9886999999,mMTS,05,01,
9887000000,9887099999,mMTS,29,01,
9887100000,9887199999,mMTS,09,01,
9887200000,9887299999,mMTS,07,01,
9887300000,9887599999,mMTS,29,01,
9887600000,9887619999,mMTS,29,01,
9887620000,9887629999,mMTS,25,01,
9887630000,9887649999,mMTS,29,01,
9887650000,9887659999,mMTS,25,01,
9887660000,9887689999,mMTS,29,01,
9887690000,9887709999,mMTS,25,01,
9887710000,9887999999,mMTS,05,01,
9888000000,9888099999,mMTS,06,01,
9888100000,9888199999,mMTS,06,01,
9888200000,9888299999,mMTS,06,01,
9888300000,9888399999,mMTS,15,01,
9888400000,9888599999,mMTS,29,01,
9888600000,9888699999,mMTS,29,01,
9888700000,9888799999,mMTS,15,01,
9888800000,9888899999,mMTS,25,01,
9888900000,9888999999,mMTS,62,01,
9889000000,9889099999,mMTS,20,01,
9889100000,9889199999,mMTS,09,01,
9889200000,9889299999,mMTS,07,01,
9889300000,9889399999,mMTS,07,01,
9889400000,9889499999,mMTS,62,01,
9889500000,9889529999,mMTS,62,01,
9889530000,9889539999,mMTS,25,01,
9889540000,9889579999,mMTS,25,01,
9889580000,9889589999,mMTS,29,01,
9889590000,9889659999,mMTS,37,01,
9889660000,9889669999,mMTS,25,01,
9889670000,9889899999,mMTS,37,01,
9889900000,9889999999,mMTS,62,01,
9890000000,9890199999,mMTS,25,01,
9890200000,9890349999,mMTS,25,01,
9890350000,9890499999,mMTS,15,01,
9890500000,9890699999,mMTS,05,01,
9890700000,9890749999,mLYCAMOBILE,78,13,
9890750000,9890799999,mLYCAMOBILE,78,13,
9890800000,9891299999,mMTS,25,01,
9891300000,9891399999,mMTS,15,01,
9891400000,9891449999,mMTS,01,01,
9891450000,9891499999,mMTS,01,01,
9891500000,9891599999,mMTS,09,01,
9891600000,9891699999,mMTS,25,01,
9891700000,9891949999,mMTS,20,01,
9891950000,9892999999,mMTS,25,01,
9893000000,9893009999,mSBERTEL,77,50,
9893300000,9893629999,mMTS,29,01,
9893630000,9893649999,mMTT,77,42,
9893650000,9893699999,mMTS,01,01,
9893999000,9893999999,mMTT,77,42,
9894000000,9894009999,mMTT,78,42,
9894200000,9894359999,mMTS,62,01,
9894400000,9894999999,mMTS,05,01,
9895000000,9895599999,mMTS,62,01,
9895600000,9895699999,mMTS,33,01,
9895700000,9896099999,mMTS,37,01,
9896100000,9896399999,mMTS,62,01,
9896400000,9896499999,mMTS,07,01,
9896500000,9896799999,mMTS,05,01,
9896800000,9896869999,mMTS,33,01,
9896870000,9896899999,mMTT,77,42,
9896900000,9896949999,mMTS,09,01,
9896950000,9896999999,mMTS,07,01,
9897000000,9897299999,mMTS,62,01,
9897300000,9897399999,mMTS,08,01,
9897400000,9897499999,mMTS,15,01,
9897500000,9897799999,mMTS,25,01,
9897800000,9897899999,mMTS,09,01,
9897900000,9897999999,mMTS,33,01,
9898000000,9898599999,mMTS,25,01,
9898600000,9898999999,mMTS,05,01,
9899000000,9899499999,mMTS,20,01,
9899500000,9899599999,mMTS,03,01,
9899600000,9899699999,mMTS,33,01,
9899700000,9899999999,mMTS,29,01,
9910000000,9910169999,mTELE2,78,20,
9910171000,9910171999,mTELE2,55,20,
9910172000,9910179999,mMTT,57,42,
9910180000,9910189999,mMTT,67,42,
9910190000,9910519999,mRTK,78,20,
9910520000,9910547999,mRTK,32,20,
9910548000,9910560999,mRTK,38,20,
9910561000,9910577999,mRTK,42,20,
9910578000,9910589999,mRTK,10,20,
9910590000,9910616999,mRTK,53,20,
9910617000,9910644999,mRTK,11,20,
9910645000,9910657999,mRTK,61,20,
9910658000,9910671999,mRTK,55,20,
9910672000,9910705999,mRTK,28,20,
9910706000,9910721999,mRTK,66,20,
9910722000,9910730999,mRTK,24,20,
9910731000,9910732499,mRTK,79,20,
9910732500,9910740199,mRTK,51,20,
9910740200,9910806099,mRTK,25,20,
9910806100,9910843499,mRTK,37,20,
9910843500,9910906999,mRTK,62,20,
9910907000,9910929999,mRTK,01,20,
9910930000,9910937999,mRTK,76,20,
9910938000,9910945999,mRTK,40,20,
9910946000,9910950999,mRTK,68,20,
9910951000,9910960999,mRTK,59,20,
9910961000,9910968999,mRTK,50,20,
9910969000,9910976999,mRTK,36,20,
9910977000,9910979999,mRTK,35,20,
9910980000,9911099999,mRTK,77,20,
9911100000,9911104999,mJUTA,13,11,
9911105000,9911109999,mJUTA,07,11,
9911110000,9911124999,mJUTA,29,11,
9911125000,9911128999,mJUTA,53,11,
9911129000,9911134999,mJUTA,70,11,
9911135000,9911136999,mJUTA,06,11,
9911137000,9911142999,mJUTA,32,11,
9911143000,9911146999,mJUTA,42,11,
9911147000,9911150999,mJUTA,04,11,
9911151000,9911154999,mJUTA,74,11,
9911155000,9911157999,mJUTA,21,11,
9911158000,9911163999,mJUTA,44,11,
9911164000,9911167999,mJUTA,63,11,
9911168000,9911170999,mJUTA,31,11,
9911171000,9911176999,mJUTA,33,11,
9911177000,9911178999,mJUTA,09,11,
9911179000,9911181999,mJUTA,71,11,
9911182000,9911184999,mJUTA,40,11,
9911185000,9911186999,mJUTA,20,11,
9911187000,9911193999,mJUTA,41,11,
9911194000,9911195999,mJUTA,03,11,
9911196000,9911199999,mJUTA,30,11,
9911200000,9911899999,mTELE2,77,20,
9911900000,9911901999,mRTK,01,20,
9911902000,9911906999,mRTK,16,20,
9911907000,9911909999,mRTK,45,20,
9911910000,9911928999,mRTK,54,20,
9911929000,9911938999,mRTK,58,20,
9911939000,9911940999,mRTK,60,20,
9911941000,9911953999,mRTK,64,20,
9911954000,9911964999,mRTK,65,20,
9911965000,9911970999,mRTK,74,20,
9911971000,9911971999,mRTK,12,20,
9911972000,9911972999,mRTK,13,20,
9911973000,9911979999,mRTK,18,20,
9911980000,9911983999,mRTK,21,20,
9911984000,9911999999,mRTK,67,20,
9912000000,9912009999,mMTT,75,42,
9912010000,9912019999,mRTK,77,20,
9912020000,9912039999,mRTK,76,20,
9912040000,9912059999,mRTK,40,20,
9912060000,9912099999,mRTK,77,20,
9912100000,9912129999,mRTK,34,20,
9912130000,9912144999,mRTK,35,20,
9912145000,9912154999,mRTK,43,20,
9912155000,9912169999,mRTK,46,20,
9912170000,9912204999,mRTK,50,20,
9912205000,9912219999,mRTK,59,20,
9912220000,9912229999,mInternod,77,49,
9912230000,9912999999,mTELE2,77,20,
9913000000,9913149999,mRTK,77,20,
9913150000,9913169999,mRTK,34,20,
9913170000,9913183499,mRTK,35,20,
9913183500,9913213499,mRTK,36,20,
9913213500,9913277499,mRTK,39,20,
9913277500,9913292999,mRTK,43,20,
9913293000,9913304999,mRTK,46,20,
9913305000,9913322999,mRTK,48,20,
9913323000,9913428999,mRTK,77,20,
9913429000,9913446999,mRTK,50,20,
9913447000,9913456999,mRTK,59,20,
9913457000,9913472999,mRTK,63,20,
9913473000,9913490999,mRTK,68,20,
9913491000,9913515999,mRTK,69,20,
9913516000,9913532999,mRTK,70,20,
9913533000,9913553999,mRTK,72,20,
9913554000,9913608999,mRTK,25,20,
9913609000,9913635999,mRTK,37,20,
9913636000,9913686999,mRTK,62,20,
9913687000,9913688999,mRTK,01,20,
9913689000,9913697999,mRTK,04,20,
9913698000,9913703499,mRTK,22,20,
9913703500,9913718499,mRTK,41,20,
9913718500,9913734999,mRTK,44,20,
9913735000,9913752999,mRTK,26,20,
9913753000,9913754999,mRTK,26,20,
9913755000,9913756999,mRTK,17,20,
9913757000,9913760999,mRTK,19,20,
9913761000,9913793999,mRTK,56,20,
9913794000,9913810999,mRTK,57,20,
9913811000,9913818499,mRTK,32,20,
9913818500,9913824999,mRTK,38,20,
9913825000,9913830999,mRTK,42,20,
9913831000,9913836999,mRTK,10,20,
9913837000,9913844499,mRTK,53,20,
9913844500,9913850999,mRTK,11,20,
9913851000,9913895999,mRTK,78,20,
9913896000,9913901999,mRTK,61,20,
9913902000,9913907999,mRTK,55,20,
9913908000,9913909999,mRTK,51,20,
9913910000,9913919999,mRTK,71,20,
9913920000,9913923999,mRTK,28,20,
9913924000,9913925499,mRTK,66,20,
9913925500,9913927499,mRTK,16,20,
9913927500,9913933499,mRTK,45,20,
9913933500,9913934999,mRTK,24,20,
9913935000,9913947499,mRTK,54,20,
9913947500,9913953999,mRTK,58,20,
9913954000,9913959999,mRTK,60,20,
9913960000,9913967499,mRTK,64,20,
9913967500,9913973999,mRTK,65,20,
9913974000,9913978499,mRTK,74,20,
9913978500,9913980999,mRTK,12,20,
9913981000,9913985499,mRTK,13,20,
9913985500,9913990999,mRTK,18,20,
9913991000,9913997999,mRTK,21,20,
9913998000,9913999999,mRTK,77,20,
9914000000,9914049999,mRTK,77,20,
9914050000,9914059999,mRTK,34,20,
9914060000,9914089999,mRTK,39,20,
9914090000,9914099999,mRTK,43,20,
9914100000,9914109999,mRTK,59,20,
9914110000,9914119999,mRTK,63,20,
9914120000,9914129999,mRTK,68,20,
9914130000,9914139999,mRTK,70,20,
9914140000,9914149999,mRTK,72,20,
9914150000,9914209999,mRTK,25,20,
9914210000,9914229999,mRTK,37,20,
9914230000,9914239999,mRTK,01,20,
9914240000,9914264999,mRTK,62,20,
9914265000,9914273499,mRTK,04,20,
9914273500,9914297799,mRTK,22,20,
9914297800,9914326499,mRTK,57,20,
9914326500,9914356999,mRTK,41,20,
9914357000,9914387999,mRTK,44,20,
9914388000,9914399999,mRTK,26,20,
9914400000,9914449999,mRTK,77,20,
9914450000,9914454999,mRTK,26,20,
9914455000,9914457999,mRTK,26,20,
9914458000,9914460999,mRTK,17,20,
9914461000,9914464499,mRTK,19,20,
9914464500,9914482999,mRTK,56,20,
9914483000,9914493499,mRTK,71,20,
9914493500,9914503999,mRTK,16,20,
9914504000,9914514999,mRTK,45,20,
9914515000,9914540999,mRTK,54,20,
9914541000,9914561299,mRTK,58,20,
9914561300,9914564999,mRTK,18,20,
9914565000,9914581499,mRTK,60,20,
9914581500,9914592999,mRTK,64,20,
9914593000,9914613999,mRTK,65,20,
9914614000,9914624999,mRTK,74,20,
9914625000,9914634999,mRTK,12,20,
9914635000,9914644999,mRTK,13,20,
9914645000,9914658999,mRTK,21,20,
9914659000,9914678999,mRTK,47,20,
9914679000,9914717499,mRTK,32,20,
9914717500,9914754199,mRTK,38,20,
9914754200,9914782899,mRTK,10,20,
9914782900,9914824499,mRTK,11,20,
9914824500,9914855999,mRTK,42,20,
9914856000,9914881999,mRTK,78,20,
9914882000,9914909499,mRTK,61,20,
9914909500,9914941999,mRTK,55,20,
9914942000,9914944499,mRTK,51,20,
9914944500,9914954999,mRTK,24,20,
9914955000,9914984499,mRTK,28,20,
9914984500,9914987499,mRTK,66,20,
9914987500,9914989999,mRTK,79,20,
9914990000,9914999999,mRTK,77,20,
9915000000,9915019999,mRTK,26,20,
9915020000,9915020999,mRTK,26,20,
9915021000,9915024999,mRTK,17,20,
9915025000,9915028999,mRTK,19,20,
9915029000,9915061999,mRTK,56,20,
9915062000,9915081999,mRTK,57,20,
9915082000,9915101999,mRTK,71,20,
9915102000,9915111999,mRTK,16,20,
9915112000,9915116999,mRTK,54,20,
9915117000,9915126999,mRTK,64,20,
9915127000,9915132999,mRTK,65,20,
9915133000,9915138999,mRTK,18,20,
9915139000,9915153999,mRTK,67,20,
9915154000,9915159999,mRTK,83,20,
9915160000,9915189999,mRTK,48,20,
9915190000,9915197999,mRTK,63,20,
9915198000,9915228999,mRTK,68,20,
9915229000,9915253999,mRTK,69,20,
9915254000,9915263999,mRTK,70,20,
9915264000,9915299999,mRTK,72,20,
9915300000,9915326999,mRTK,40,20,
9915327000,9915356999,mRTK,76,20,
9915357000,9915388999,mRTK,25,20,
9915389000,9915408999,mRTK,62,20,
9915409000,9915414999,mRTK,04,20,
9915415000,9915417999,mRTK,02,20,
9915418000,9915432999,mRTK,41,20,
9915433000,9915437999,mRTK,26,20,
9915438000,9915439999,mRTK,19,20,
9915440000,9915444999,mRTK,56,20,
9915445000,9915454999,mRTK,32,20,
9915455000,9915460999,mRTK,38,20,
9915461000,9915466999,mRTK,42,20,
9915467000,9915468999,mRTK,10,20,
9915469000,9915477999,mRTK,53,20,
9915478000,9915483999,mRTK,11,20,
9915484000,9915523999,mRTK,78,20,
9915524000,9915525999,mRTK,61,20,
9915526000,9915529999,mRTK,55,20,
9915530000,9915530999,mRTK,51,20,
9915531000,9915533999,mRTK,24,20,
9915534000,9915538999,mRTK,28,20,
9915539000,9915539999,mRTK,66,20,
9915540000,9915540999,mRTK,79,20,
9915541000,9915542999,mRTK,18,20,
9915543000,9915549999,mRTK,21,20,
9915550000,9915550999,mSPRINT,78,43,
9915551000,9915551999,mSPRINT,78,43,
9915552000,9915552999,mSPRINT,78,43,
9915553000,9915553999,mSPRINT,78,43,
9915554000,9915554999,mSPRINT,78,43,
9915555000,9915557499,mSPRINT,77,43,
9915557500,9915558499,mSPRINT,78,43,
9915558500,9915559999,mSPRINT,25,43,
9915560000,9916599999,mTELE2,77,20,
9916600000,9916669999,mRTK,77,20,
9916670000,9916679999,mRTK,16,20,
9916680000,9916720999,mRTK,53,20,
9916721000,9916819999,mRTK,78,20,
9916820000,9917769999,mTELE2,77,20,
9917770000,9917779999,mSPRINT,77,43,
9917794000,9917799999,mRTK,02,20,
9917860000,9917899999,mRTK,77,20,
9917900000,9917909999,mRTK,16,20,
9917910000,9917929999,mRTK,45,20,
9917930000,9917934999,mRTK,54,20,
9917935000,9917944999,mRTK,58,20,
9917945000,9917954999,mRTK,60,20,
9917955000,9917959999,mRTK,64,20,
9917960000,9917964999,mRTK,65,20,
9917965000,9917974999,mRTK,74,20,
9917975000,9917984999,mRTK,12,20,
9917985000,9917994999,mRTK,13,20,
9917995000,9917999999,mRTK,18,20,
9918000000,9918066999,mRTK,67,20,
9918067000,9918191999,mRTK,27,20,
9918192000,9918214999,mRTK,81,20,
9918275000,9918284999,mRTK,45,20,
9918285000,9918334999,mRTK,54,20,
9918335000,9918344999,mRTK,58,20,
9918345000,9918354999,mRTK,60,20,
9918355000,9918378999,mRTK,64,20,
9918379000,9918396999,mRTK,65,20,
9918397000,9918406999,mRTK,74,20,
9918407000,9918416999,mRTK,12,20,
9918417000,9918426999,mRTK,13,20,
9918427000,9918439999,mRTK,18,20,
9918440000,9918449999,mRTK,21,20,
9918450000,9918474999,mRTK,16,20,
9918475000,9918499999,mRTK,37,20,
9918500000,9918509999,mRTK,25,20,
9918510000,9918524999,mRTK,62,20,
9918525000,9918527999,mRTK,66,20,
9918528000,9918529999,mMTT,57,42,
9918530000,9918534999,mMTT,54,42,
9918535000,9918539999,mMTT,75,42,
9918540000,9918879999,mTELE2,77,20,
9918880000,9918886999,mSPRINT,78,43,
9918887000,9918887499,mSPRINT,77,43,
9918887500,9918889999,mSPRINT,77,43,
9918890000,9918919999,mRTK,47,20,
9918920000,9918949999,mRTK,81,20,
9918950000,9918959999,mRTK,67,20,
9918960000,9918969999,mRTK,73,20,
9918970000,9918984999,mRTK,75,20,
9918990000,9918999999,mMTT,54,42,
9919000000,9919034999,mRTK,81,20,
9919035000,9919039999,mRTK,47,20,
9919040000,9919079999,mRTK,75,20,
9919080000,9919099999,mRTK,73,20,
9919100000,9919199999,mTELE2,78,20,
9919200000,9919899999,mTELE2,77,20,
9919900000,9919939999,mTELE2,78,20,
9919940000,9919949999,mTELE2,32,20,
9919950000,9919999999,mTELE2,78,20,
9920000000,9920299999,mTELE2,67,20,
9920300000,9920300999,mTELE2,47,20,
9920301000,9920301999,mTELE2,27,20,
9920302000,9920303999,mTELE2,83,20,
9920305980,9920305999,mMIATEL,78,16,
9921110000,9921119999,mSKAINETVORKS,29,43,
9921120000,9921139999,mSBERTEL,04,50,
9921140000,9921149999,mSBERTEL,74,50,
9921150000,9921169999,mSBERTEL,56,50,
9921170000,9921199999,mSBERTEL,41,50,
9921200000,9921229999,mSBERTEL,64,50,
9921230000,9921239999,mSBERTEL,47,50,
9922000000,9922499999,mTELE2,27,20,
9922800000,9922899999,mSPITERBURG,38,20,
9922900000,9922999999,mSPITERBURG,61,20,
9923000000,9923199999,mTELE2,73,20,
9923300000,9923499999,mTELE2,67,20,
9923500000,9923699999,mTELE2,81,20,
9923702500,9923702999,mLYCAMOBILE,77,13,
9924000000,9924099999,mTELE2,83,20,
9924200000,9924299999,mTELE2,47,20,
9924440000,9924449999,mMTT,77,42,
9925000000,9925060999,mTELE2,75,39,
9925061000,9925062999,mTELE2,75,39,
9925063000,9925289999,mTELE2,75,39,
9925290000,9925299999,mTELE2,75,39,
9925550000,9925559999,mMTT,77,42,
9926600000,9926699999,mMTT,77,42,
9927000000,9927004999,mMTT,57,42,
9927005000,9927009999,mMTT,64,42,
9927770000,9927779999,mSPRINT,77,43,
9928880000,9928889999,mSPRINT,77,43,
9929000000,9929000999,mMTT,77,42,
9929990000,9929999999,mSPRINT,77,43,
9930000000,9930029999,mTELE2,56,20,
9930030000,9930329999,mTELE2,56,20,
9930330000,9930349999,mTELE2,19,20,
9930350000,9930350999,mTELE2,17,20,
9930351000,9930351999,mTELE2,02,20,
9930352000,9930352099,mTELE2,19,20,
9930352100,9930352199,mTELE2,59,20,
9930352200,9930352299,mTELE2,69,20,
9930352300,9930352399,mTELE2,51,20,
9931110000,9931114999,mSKAINETVORKS,78,43,
9931115000,9931119999,mSKAINETVORKS,62,43,
9932000000,9932029999,mRTK,77,20,
9932030000,9932214999,mRTK,78,20,
9932215000,9932314999,mRTK,77,20,
9932315000,9932336999,mRTK,43,20,
9932337000,9932349999,mRTK,46,20,
9932350000,9932362999,mRTK,59,20,
9932363000,9932385999,mRTK,63,20,
9932386000,9932398999,mRTK,68,20,
9932399000,9932413999,mRTK,72,20,
9932414000,9932415999,mRTK,51,20,
9932416000,9932420999,mRTK,24,20,
9932421000,9932428999,mRTK,66,20,
9932429000,9932429999,mRTK,79,20,
9933000000,9933004999,mMTT,54,42,
9933005000,9933009999,mMTT,16,42,
9933330000,9933339999,mSPRINT,77,43,
9933986000,9933986499,mMSNTELECOM,48,37,
9933986500,9933986999,mMSNTELECOM,28,37,
9933987000,9933987499,mMSNTELECOM,10,37,
9933987500,9933987999,mMSNTELECOM,73,37,
9933988000,9933988499,mMSNTELECOM,74,37,
9933988500,9933988999,mMSNTELECOM,41,37,
9933989000,9933989499,mMSNTELECOM,04,37,
9933989500,9933989999,mMSNTELECOM,21,37,
9933990000,9933990499,mMSNTELECOM,37,37,
9933990500,9933990999,mMSNTELECOM,18,37,
9933991000,9933991499,mMSNTELECOM,42,37,
9933991500,9933991999,mMSNTELECOM,22,37,
9933992000,9933992499,mMSNTELECOM,45,37,
9933992500,9933992999,mMSNTELECOM,75,37,
9933993000,9933993499,mMSNTELECOM,57,37,
9933993500,9933993999,mMSNTELECOM,71,37,
9933994000,9933994499,mMSNTELECOM,44,37,
9933994500,9933994999,mMSNTELECOM,65,37,
9933995000,9933995499,mMSNTELECOM,58,37,
9933995500,9933995999,mMSNTELECOM,39,37,
9933996000,9933996499,mMSNTELECOM,59,37,
9933996500,9933996999,mMSNTELECOM,35,37,
9933997000,9933997499,mMSNTELECOM,43,37,
9933997500,9933997999,mMSNTELECOM,72,37,
9933998000,9933998499,mMSNTELECOM,76,37,
9933998500,9933998999,mMSNTELECOM,63,37,
9933999000,9933999999,mMTT,77,42,
9934440000,9934449999,mMTT,77,42,
9935550000,9935559999,mMTT,77,42,
9936660000,9936669999,mMATRIKS,77,57,
9937770000,9937779999,mSPRINT,77,43,
9938880000,9938889999,mSPRINT,77,43,
9939930000,9939930999,mMSNTELECOM,67,37,
9939931000,9939931999,mMSNTELECOM,16,37,
9939932000,9939932999,mMSNTELECOM,25,37,
9939933000,9939933999,mMSNTELECOM,26,37,
9939934000,9939934999,mMSNTELECOM,54,37,
9939935000,9939935999,mMSNTELECOM,56,37,
9939936000,9939936999,mMSNTELECOM,62,37,
9939937000,9939937999,mMSNTELECOM,64,37,
9939938000,9939938999,mMSNTELECOM,78,37,
9939939000,9939939999,mMSNTELECOM,27,37,
9939940000,9939949999,mSBERTEL,56,50,
9939950000,9939959999,mSBERTEL,74,50,
9939960000,9939969999,mSBERTEL,56,50,
9939970000,9939979999,mSBERTEL,57,50,
9939980000,9939989999,mSBERTEL,44,50,
9939990000,9939999999,mSPRINT,77,43,
9940000000,9940149999,mAKOS,28,39,
9940150000,9940249999,mAKOS,28,39,
9940250000,9940257999,mAKOS,28,20,
9940258000,9940258999,mMIATEL,64,16,
9941000000,9941009999,mTELE2,30,20,
9941010000,9941109999,mAKOS,28,20,
9941110000,9941114999,mSKAINETVORKS,09,43,
9941115000,9941119999,mSKAINETVORKS,09,43,
9941500000,9941509999,mTELE2,14,20,
9942000000,9942009999,mTELE2,31,20,
9942220000,9942229999,mMTT,77,42,
9942400000,9942409999,mTELE2,66,09,
9942500000,9942509999,mTELE2,51,20,
9942600000,9942609999,mTELE2,79,39,
9942610000,9942629999,mSPITERBURG,78,20,
9942630000,9942637999,mSPITERBURG,38,20,
9942638000,9942643999,mSPITERBURG,61,20,
9942644000,9942647999,mSPITERBURG,10,20,
9942699000,9942719999,mTELE2,24,20,
9942900000,9942909999,mTELE2,82,39,
9943330000,9943339999,mMTT,77,42,
9944000000,9944004999,mMTT,75,42,
9944005000,9944009999,mMTT,39,42,
9944010000,9944409999,mSPITERBURG,78,20,
9944410000,9944419999,mMTT,77,42,
9944420000,9944439999,mMTT,77,42,
9944440000,9944449999,mMTT,77,42,
9944999000,9944999999,mMTT,77,42,
9945000000,9945009999,mMTT,67,42,
9945550000,9945559999,mMTT,77,42,
9946660000,9946669999,mMTT,77,42,
9947770000,9947779999,mSPRINT,77,43,
9948880000,9948884999,mSPRINT,78,43,
9948885000,9948889999,mSPRINT,62,43,
9949990000,9949999999,mSPRINT,77,43,
9950000000,9950009999,mMTT,77,42,
9950010000,9950029999,mSBERTEL,77,50,
9950030000,9950034999,mSunSim,77,44,
9950035000,9950069999,mTINKOFF,25,62,
9950070000,9950094999,mTINKOFF,16,62,
9950095000,9950119999,mTINKOFF,56,62,
9950120000,9950124999,mTINKOFF,53,62,
9950860000,9950863499,mTINKOFF,42,62,
9950863500,9950864999,mTINKOFF,69,62,
9950865000,9950866499,mTINKOFF,59,62,
9950866500,9950869999,mTINKOFF,58,62,
9950870000,9950871999,mTINKOFF,70,62,
9950872000,9950873499,mTINKOFF,83,62,
9950873500,9950874999,mTINKOFF,04,62,
9950875000,9950879999,mTINKOFF,57,62,
9950880000,9950889999,mTINKOFF,67,62,
9950890000,9950893499,mTINKOFF,37,62,
9950893500,9950894999,mTINKOFF,55,62,
9950895000,9950896499,mTINKOFF,47,62,
9950896500,9950899999,mTINKOFF,22,62,
9950900000,9950909999,mTINKOFF,78,62,
9950910000,9950919999,mTINKOFF,62,62,
9950920000,9950924999,mTINKOFF,41,62,
9950925000,9950929999,mTINKOFF,73,62,
9950930000,9950939999,mTINKOFF,27,62,
9950940000,9950944999,mTINKOFF,39,62,
9950945000,9950949999,mTINKOFF,65,62,
9950950000,9950959999,mTINKOFF,16,62,
9950960000,9950969999,mTINKOFF,26,62,
9950970000,9950974999,mTINKOFF,81,62,
9950975000,9950979999,mTINKOFF,44,62,
9950980000,9950989999,mTINKOFF,64,62,
9950990000,9951009999,mTINKOFF,77,62,
9951010000,9951019999,mTINKOFF,56,62,
9951020000,9951021999,mTINKOFF,53,62,
9951022000,9951023999,mTINKOFF,63,62,
9951024000,9951025999,mTINKOFF,50,62,
9951026000,9951027999,mTINKOFF,48,62,
9951028000,9951029999,mTINKOFF,60,62,
9951030000,9951031999,mTINKOFF,45,62,
9951032000,9951033999,mTINKOFF,43,62,
9951034000,9951035499,mTINKOFF,24,62,
9951035500,9951036999,mTINKOFF,01,62,
9951037000,9951037499,mTINKOFF,79,62,
9951037500,9951037999,mTINKOFF,32,62,
9951038000,9951039999,mTINKOFF,74,62,
9951040000,9951041999,mTINKOFF,21,62,
9951042000,9951043999,mTINKOFF,68,62,
9951044000,9951045999,mTINKOFF,11,62,
9951046000,9951047999,mTINKOFF,10,62,
9951048000,9951049999,mTINKOFF,35,62,
9951050000,9951059999,mTINKOFF,75,62,
9951060000,9951061999,mTINKOFF,36,62,
9951062000,9951062999,mTINKOFF,17,62,
9951063000,9951064499,mTINKOFF,13,62,
9951064500,9951065999,mTINKOFF,46,62,
9951066000,9951067999,mTINKOFF,72,62,
9951068000,9951069999,mTINKOFF,71,62,
9951070000,9951071999,mTINKOFF,32,62,
9951072000,9951072999,mTINKOFF,51,62,
9951073000,9951074499,mTINKOFF,66,62,
9951074500,9951075999,mTINKOFF,19,62,
9951076000,9951077999,mTINKOFF,38,62,
9951078000,9951079999,mTINKOFF,34,62,
9951080000,9951083499,mTINKOFF,18,62,
9951083500,9951084999,mTINKOFF,12,62,
9951085000,9951086499,mTINKOFF,61,62,
9951086500,9951089999,mTINKOFF,28,62,
9951090000,9951099999,mTINKOFF,54,62,
9951100000,9951109999,mTINKOFF,25,62,
9951110000,9951119999,mSKAINETVORKS,25,43,
9951120000,9951219999,mTINKOFF,77,62,
9951220000,9951239999,mTINKOFF,25,62,
9951240000,9951249999,mTINKOFF,26,62,
9951250000,9951259999,mTINKOFF,75,62,
9951260000,9951264999,mTINKOFF,44,62,
9951265000,9951269999,mTINKOFF,39,62,
9951270000,9951274999,mTINKOFF,65,62,
9951275000,9951279999,mTINKOFF,57,62,
9951280000,9951284999,mTINKOFF,76,62,
9951285000,9951289999,mTINKOFF,40,62,
9951290000,9951299999,mTINKOFF,56,62,
9951300000,9951309999,mTINKOFF,67,62,
9951310000,9951319999,mTINKOFF,64,62,
9951320000,9951329999,mTINKOFF,54,62,
9951330000,9951339999,mTINKOFF,16,62,
9951340000,9951346999,mTINKOFF,37,62,
9951347000,9951348499,mTINKOFF,01,62,
9951348500,9951349999,mTINKOFF,12,62,
9951350000,9951359999,mTINKOFF,62,62,
9951360000,9951369999,mTINKOFF,27,62,
9951370000,9951389999,mTINKOFF,34,62,
9951390000,9951400000,mTINKOFF,35,62,
9951410000,9951447999,mTINKOFF,37,62,
9951448000,9951465999,mTINKOFF,38,62,
9951466000,9951497999,mTINKOFF,39,62,
9951498000,9951499999,mTINKOFF,79,62,
9951500000,9951599999,mTINKOFF,77,62,
9951600000,9951649999,mTINKOFF,44,62,
9951650000,9951669999,mTINKOFF,41,62,
9951670000,9951679999,mTINKOFF,46,62,
9951680000,9951714999,mTINKOFF,25,62,
9951715000,9951719999,mTINKOFF,45,62,
9951720000,9951759999,mTINKOFF,26,62,
9951760000,9951774999,mTINKOFF,50,62,
9951775000,9951779999,mTINKOFF,47,62,
9951780000,9951789999,mTINKOFF,59,62,
9951790000,9951799999,mTINKOFF,60,62,
9951800000,9952029999,mTELE2,25,20,
9952030000,9952030999,mTELE2,08,20,
9952031000,9952031999,mTELE2,20,03,
9952032000,9952032999,mTELE2,29,20,
9952033000,9952117999,mTELE2,25,20,
9952118000,9952132999,mTELE2,05,20,
9952133000,9952134999,mTELE2,15,20,
9952135000,9952135999,mTELE2,01,20,
9952136000,9952185999,mTINKOFF,22,62,
9952186000,9952199999,mTINKOFF,28,62,
9952200000,9952219999,mTINKOFF,25,62,
9952220000,9952229999,mInternod,77,49,
9952230000,9952299999,mTINKOFF,25,62,
9952300000,9952379999,mTINKOFF,78,62,
9952380000,9952399999,mTINKOFF,73,62,
9952400000,9952404999,mTINKOFF,61,62,
9952405000,9952409999,mTINKOFF,04,62,
9952410000,9952415999,mTINKOFF,48,62,
9952416000,9952423999,mTINKOFF,13,62,
